OrderID,InventoryID,SupplierID,SupplyID,WarehouseID,Quantity,UnitPrice,TotalInvoice,OrderDate,Unscheduled,Priority,DeliveryDate,LateDelivery,ExpectedDeliveryDate
2188,68,3,10,5,1,320.81,320.81,2024-06-08,0,2,2024-06-26,0,2024-06-27
2189,68,1,10,5,5,320.81,1604.05,2024-06-29,0,2,,0,2024-07-19
2190,68,3,10,5,2,320.81,641.62,2024-06-26,0,2,2024-06-28,0,2024-07-15
2191,68,8,10,5,1,320.81,320.81,2024-06-08,0,1,2024-06-16,0,2024-06-21
2192,68,3,10,5,1,320.81,320.81,2024-06-29,0,8,,0,2024-07-18
2193,68,8,10,5,2,320.81,641.62,2024-07-03,1,2,,0,2024-07-16
2194,68,1,10,5,1,320.81,320.81,2024-06-07,1,4,2024-06-24,0,2024-06-27
2195,68,9,10,5,1,320.81,320.81,2024-06-22,0,2,,1,2024-07-05
2196,68,3,10,5,2,320.81,641.62,2024-06-12,0,2,2024-06-27,0,2024-07-01
2197,68,8,10,5,1,320.81,320.81,2024-06-07,0,1,2024-06-16,0,2024-06-20
2198,68,1,10,5,3,320.81,962.43,2024-06-10,0,4,2024-06-22,0,2024-06-30
2199,68,9,10,5,1,320.81,320.81,2024-07-02,0,6,,0,2024-07-15
2200,68,9,10,5,2,320.81,641.62,2024-07-01,1,2,,0,2024-07-14
2201,68,3,10,5,1,320.81,320.81,2024-06-13,0,2,2024-06-27,0,2024-07-02
2202,68,1,10,5,5,320.81,1604.05,2024-06-22,1,6,,0,2024-07-12
2203,68,1,10,5,1,320.81,320.81,2024-06-05,1,2,2024-06-29,1,2024-06-25
2204,68,1,10,5,6,320.81,1924.86,2024-06-27,0,1,2024-07-02,0,2024-07-17
2205,68,8,10,5,1,320.81,320.81,2024-07-01,0,2,,0,2024-07-14
2206,68,9,10,5,3,320.81,962.43,2024-06-19,0,2,2024-07-03,1,2024-07-02
2207,68,3,10,5,4,320.81,1283.24,2024-06-18,0,1,,0,2024-07-07
2208,68,9,10,5,1,320.81,320.81,2024-06-20,0,1,,1,2024-07-03
2209,68,1,10,5,1,320.81,320.81,2024-06-08,1,2,2024-06-13,0,2024-06-28
2210,68,1,10,5,1,320.81,320.81,2024-06-21,1,3,,0,2024-07-11
2211,68,1,10,5,1,320.81,320.81,2024-06-09,1,2,2024-06-27,0,2024-06-29
2212,68,3,10,5,3,320.81,962.43,2024-06-14,1,2,2024-07-01,0,2024-07-03
2213,68,3,10,5,5,320.81,1604.05,2024-06-06,0,2,2024-06-15,0,2024-06-25
2214,68,8,10,5,1,320.81,320.81,2024-06-09,1,2,,1,2024-06-22
2215,68,8,10,5,1,320.81,320.81,2024-06-23,1,3,,0,2024-07-06
2216,68,8,10,5,2,320.81,641.62,2024-06-26,1,4,,0,2024-07-09
2217,68,8,10,5,2,320.81,641.62,2024-06-10,0,4,2024-06-24,1,2024-06-23
2218,68,1,10,5,1,320.81,320.81,2024-06-26,0,1,,0,2024-07-16
2219,68,3,10,5,2,320.81,641.62,2024-06-30,0,1,,0,2024-07-19
2220,68,1,10,5,3,320.81,962.43,2024-06-22,0,8,,0,2024-07-12
2221,68,8,10,5,2,320.81,641.62,2024-07-03,0,8,,0,2024-07-16
2222,68,1,10,5,2,320.81,641.62,2024-06-10,0,1,2024-06-19,0,2024-06-30
2223,68,3,10,5,3,320.81,962.43,2024-06-18,0,5,2024-07-02,0,2024-07-07
2224,68,3,10,5,1,320.81,320.81,2024-06-08,0,8,2024-06-27,0,2024-06-27
2225,68,3,10,5,2,320.81,641.62,2024-06-23,0,7,,0,2024-07-12
2226,68,1,10,5,1,320.81,320.81,2024-06-06,0,1,2024-06-19,0,2024-06-26
2227,68,9,10,5,2,320.81,641.62,2024-06-06,0,3,2024-06-16,0,2024-06-19
2228,68,8,10,5,2,320.81,641.62,2024-07-01,1,2,,0,2024-07-14
2229,68,3,10,5,4,320.81,1283.24,2024-06-10,0,1,2024-06-14,0,2024-06-29
2230,68,8,10,5,2,320.81,641.62,2024-06-21,0,1,,1,2024-07-04
2231,68,3,10,5,3,320.81,962.43,2024-06-10,0,8,2024-06-25,0,2024-06-29
2232,68,1,10,5,1,320.81,320.81,2024-06-29,0,2,,0,2024-07-19
2233,68,8,10,5,2,320.81,641.62,2024-06-10,0,7,2024-06-15,0,2024-06-23
2234,69,8,10,6,1,320.81,320.81,2024-06-06,1,1,2024-07-01,1,2024-06-30
2235,69,8,10,6,6,320.81,1924.86,2024-06-18,0,1,2024-06-28,0,2024-07-12
2236,69,9,10,6,2,320.81,641.62,2024-06-28,0,2,,0,2024-07-21
2237,69,1,10,6,1,320.81,320.81,2024-06-26,0,3,2024-07-04,0,2024-07-12
2238,69,3,10,6,1,320.81,320.81,2024-06-15,0,2,2024-06-26,0,2024-06-27
2239,69,3,10,6,2,320.81,641.62,2024-07-03,0,3,,0,2024-07-15
2240,69,9,10,6,1,320.81,320.81,2024-06-18,0,3,2024-07-03,0,2024-07-11
2241,69,1,10,6,6,320.81,1924.86,2024-06-25,0,3,,0,2024-07-11
2242,69,3,10,6,12,320.81,3849.72,2024-06-13,0,7,2024-06-25,0,2024-06-25
2243,69,1,10,6,1,320.81,320.81,2024-06-23,1,1,,0,2024-07-09
2244,69,1,10,6,7,320.81,2245.67,2024-06-09,0,1,,1,2024-06-25
2245,69,9,10,6,1,320.81,320.81,2024-06-30,1,7,,0,2024-07-23
2246,69,8,10,6,6,320.81,1924.86,2024-07-01,0,2,,0,2024-07-25
2247,69,9,10,6,1,320.81,320.81,2024-06-18,0,1,2024-07-02,0,2024-07-11
2248,69,9,10,6,2,320.81,641.62,2024-07-01,0,6,,0,2024-07-24
2249,69,8,10,6,1,320.81,320.81,2024-06-09,0,2,2024-06-29,0,2024-07-03
2250,69,9,10,6,6,320.81,1924.86,2024-06-27,1,1,,0,2024-07-20
2251,69,3,10,6,2,320.81,641.62,2024-07-04,1,1,,0,2024-07-16
2252,69,8,10,6,1,320.81,320.81,2024-07-01,0,2,,0,2024-07-25
2253,69,1,10,6,7,320.81,2245.67,2024-06-15,1,2,2024-07-01,0,2024-07-01
2254,69,9,10,6,2,320.81,641.62,2024-06-11,1,7,2024-07-05,1,2024-07-04
2255,69,8,10,6,3,320.81,962.43,2024-07-04,1,1,,0,2024-07-28
2256,69,9,10,6,2,320.81,641.62,2024-06-18,0,1,,0,2024-07-11
2257,69,3,10,6,9,320.81,2887.29,2024-06-30,0,4,,0,2024-07-12
2258,69,3,10,6,10,320.81,3208.1,2024-07-04,0,1,,0,2024-07-16
2259,70,8,10,7,1,320.81,320.81,2024-07-02,0,7,,0,2024-07-21
2260,70,9,10,7,1,320.81,320.81,2024-06-06,1,7,2024-06-27,0,2024-06-27
2261,70,9,10,7,2,320.81,641.62,2024-06-19,0,2,,0,2024-07-10
2262,70,8,10,7,1,320.81,320.81,2024-06-27,0,7,,0,2024-07-16
2263,70,3,10,7,1,320.81,320.81,2024-06-26,1,2,,0,2024-07-10
2264,70,8,10,7,2,320.81,641.62,2024-06-26,0,6,2024-07-05,0,2024-07-15
2265,70,3,10,7,1,320.81,320.81,2024-06-30,1,7,,0,2024-07-14
2266,70,8,10,7,1,320.81,320.81,2024-06-06,0,7,2024-06-25,0,2024-06-25
2267,70,1,10,7,1,320.81,320.81,2024-06-26,0,8,,0,2024-10-04
2268,70,8,10,7,1,320.81,320.81,2024-06-17,0,2,2024-06-30,0,2024-07-06
2269,70,8,10,7,1,320.81,320.81,2024-06-27,0,2,,0,2024-07-16
2270,70,9,10,7,1,320.81,320.81,2024-06-18,0,2,,0,2024-07-09
2271,70,9,10,7,4,320.81,1283.24,2024-06-09,0,7,,1,2024-06-30
2272,70,1,10,7,4,320.81,1283.24,2024-06-16,0,4,,0,2024-09-24
2273,70,3,10,7,1,320.81,320.81,2024-06-24,0,3,,0,2024-07-08
2274,70,3,10,7,1,320.81,320.81,2024-06-08,0,4,2024-06-22,0,2024-06-22
2275,70,8,10,7,2,320.81,641.62,2024-06-07,0,3,2024-06-24,0,2024-06-26
2276,70,8,10,7,1,320.81,320.81,2024-06-15,0,2,2024-07-03,0,2024-07-04
2277,70,3,10,7,2,320.81,641.62,2024-06-09,0,5,2024-06-17,0,2024-06-23
2278,71,7,11,1,8,266.89,2135.12,2024-06-11,0,7,2024-06-23,0,2024-06-30
2279,71,5,11,1,1,266.89,266.89,2024-07-02,0,2,,0,2024-10-10
2280,71,10,11,1,1,266.89,266.89,2024-06-28,0,7,,0,2024-07-08
2281,71,7,11,1,1,266.89,266.89,2024-06-15,0,8,2024-07-01,0,2024-07-04
2282,71,8,11,1,2,266.89,533.78,2024-06-22,0,7,2024-07-05,0,2024-07-07
2283,71,7,11,1,4,266.89,1067.56,2024-07-03,1,3,,0,2024-07-22
2284,71,7,11,1,1,266.89,266.89,2024-06-07,0,2,2024-06-16,0,2024-06-26
2285,71,10,11,1,1,266.89,266.89,2024-06-13,0,4,2024-06-23,0,2024-06-23
2286,71,8,11,1,5,266.89,1334.45,2024-06-08,0,3,,1,2024-06-23
2287,71,10,11,1,2,266.89,533.78,2024-06-21,1,2,,1,2024-07-01
2288,71,7,11,1,1,266.89,266.89,2024-06-14,1,1,2024-07-05,1,2024-07-03
2289,71,5,11,1,1,266.89,266.89,2024-06-16,1,5,,0,2024-09-24
2290,71,8,11,1,5,266.89,1334.45,2024-06-23,0,2,2024-06-29,0,2024-07-08
2291,71,8,11,1,1,266.89,266.89,2024-06-24,0,2,,0,2024-07-09
2292,71,7,11,1,7,266.89,1868.23,2024-07-04,0,1,,0,2024-07-23
2293,71,10,11,1,2,266.89,533.78,2024-06-24,0,3,,1,2024-07-04
2294,71,7,11,1,3,266.89,800.67,2024-07-01,1,1,,0,2024-07-20
2295,71,8,11,1,1,266.89,266.89,2024-06-11,0,3,2024-06-26,0,2024-06-26
2296,71,5,11,1,2,266.89,533.78,2024-06-05,0,6,,0,2024-09-13
2297,71,8,11,1,1,266.89,266.89,2024-06-16,0,2,2024-06-25,0,2024-07-01
2298,71,8,11,1,1,266.89,266.89,2024-06-20,0,7,,1,2024-07-05
2299,71,8,11,1,2,266.89,533.78,2024-06-07,0,2,,1,2024-06-22
2300,71,7,11,1,3,266.89,800.67,2024-06-18,0,3,2024-06-25,0,2024-07-07
2301,72,8,11,2,2,266.89,533.78,2024-06-12,0,8,2024-06-26,0,2024-07-01
2302,72,7,11,2,1,266.89,266.89,2024-06-26,0,4,,0,2024-07-20
2303,72,5,11,2,2,266.89,533.78,2024-06-06,0,8,2024-06-12,0,2024-06-26
2304,72,7,11,2,1,266.89,266.89,2024-06-06,0,8,2024-06-28,0,2024-06-30
2305,72,5,11,2,1,266.89,266.89,2024-06-10,1,8,2024-06-28,0,2024-06-30
2306,72,10,11,2,2,266.89,533.78,2024-06-21,0,2,2024-07-05,0,2024-07-06
2307,72,5,11,2,1,266.89,266.89,2024-06-26,0,7,,0,2024-07-16
2308,72,10,11,2,1,266.89,266.89,2024-06-20,0,8,2024-06-30,0,2024-07-05
2309,72,8,11,2,1,266.89,266.89,2024-06-27,0,6,,0,2024-07-16
2310,72,10,11,2,1,266.89,266.89,2024-06-20,0,7,2024-07-01,0,2024-07-05
2311,72,8,11,2,2,266.89,533.78,2024-06-09,1,2,2024-06-30,1,2024-06-28
2312,72,7,11,2,2,266.89,533.78,2024-07-02,0,3,,0,2024-07-26
2313,72,10,11,2,1,266.89,266.89,2024-06-07,0,8,2024-06-22,0,2024-06-22
2314,72,10,11,2,2,266.89,533.78,2024-06-13,0,4,2024-06-28,0,2024-06-28
2315,72,8,11,2,1,266.89,266.89,2024-07-01,0,7,,0,2024-07-20
2316,72,7,11,2,1,266.89,266.89,2024-06-09,0,8,2024-06-16,0,2024-07-03
2317,72,8,11,2,1,266.89,266.89,2024-06-17,0,7,2024-06-28,0,2024-07-06
2318,72,10,11,2,2,266.89,533.78,2024-06-16,0,1,2024-06-25,0,2024-07-01
2319,72,7,11,2,1,266.89,266.89,2024-06-10,1,8,,1,2024-07-04
2320,72,8,11,2,1,266.89,266.89,2024-06-20,0,1,,0,2024-07-09
2321,72,8,11,2,1,266.89,266.89,2024-06-11,0,8,2024-06-21,0,2024-06-30
2322,72,5,11,2,1,266.89,266.89,2024-07-01,0,1,,0,2024-07-21
2323,72,5,11,2,2,266.89,533.78,2024-06-12,0,3,2024-06-30,0,2024-07-02
2324,72,5,11,2,1,266.89,266.89,2024-06-18,0,6,2024-07-01,0,2024-07-08
2325,72,10,11,2,1,266.89,266.89,2024-06-20,0,8,2024-06-24,0,2024-07-05
2326,72,8,11,2,1,266.89,266.89,2024-06-25,0,2,,0,2024-07-14
2327,72,7,11,2,1,266.89,266.89,2024-06-11,0,8,2024-06-27,0,2024-07-05
2328,72,8,11,2,1,266.89,266.89,2024-06-14,1,4,,1,2024-07-03
2329,72,10,11,2,1,266.89,266.89,2024-06-16,0,7,2024-06-28,0,2024-07-01
2330,72,7,11,2,1,266.89,266.89,2024-06-23,0,1,,0,2024-07-17
2331,72,5,11,2,1,266.89,266.89,2024-06-09,1,7,,1,2024-06-29
2332,72,10,11,2,1,266.89,266.89,2024-06-24,0,8,,0,2024-07-09
2333,72,5,11,2,1,266.89,266.89,2024-07-04,0,8,,0,2024-07-24
2334,72,5,11,2,1,266.89,266.89,2024-06-10,0,7,2024-06-25,0,2024-06-30
2335,72,7,11,2,1,266.89,266.89,2024-06-07,1,3,2024-07-03,1,2024-07-01
2336,72,7,11,2,1,266.89,266.89,2024-06-25,1,6,,0,2024-07-19
2337,72,7,11,2,1,266.89,266.89,2024-07-04,1,8,,0,2024-07-28
2338,72,5,11,2,1,266.89,266.89,2024-06-12,0,2,2024-06-28,0,2024-07-02
2339,72,7,11,2,1,266.89,266.89,2024-06-12,0,2,2024-07-01,0,2024-07-06
2340,72,10,11,2,1,266.89,266.89,2024-06-11,1,3,,1,2024-06-26
2341,72,5,11,2,1,266.89,266.89,2024-06-14,0,7,,1,2024-07-04
2342,72,8,11,2,2,266.89,533.78,2024-06-26,0,7,,0,2024-07-15
2343,72,5,11,2,2,266.89,533.78,2024-06-11,1,8,2024-07-04,1,2024-07-01
2344,72,7,11,2,1,266.89,266.89,2024-06-21,0,8,2024-06-29,0,2024-07-15
2345,72,10,11,2,1,266.89,266.89,2024-06-14,1,7,2024-06-22,0,2024-06-29
2346,72,5,11,2,1,266.89,266.89,2024-06-19,1,8,2024-07-05,0,2024-07-09
2347,72,10,11,2,1,266.89,266.89,2024-06-26,0,8,2024-07-02,0,2024-07-11
2348,72,7,11,2,1,266.89,266.89,2024-07-03,1,2,,0,2024-07-27
2349,72,8,11,2,2,266.89,533.78,2024-06-21,0,8,,0,2024-07-10
2350,72,7,11,2,1,266.89,266.89,2024-06-30,1,7,,0,2024-07-24
2351,72,10,11,2,1,266.89,266.89,2024-06-07,0,7,2024-06-20,0,2024-06-22
2352,72,10,11,2,1,266.89,266.89,2024-07-03,0,5,,0,2024-07-18
2353,72,10,11,2,1,266.89,266.89,2024-07-03,0,8,,0,2024-07-18
2354,72,10,11,2,1,266.89,266.89,2024-06-20,0,7,,1,2024-07-05
2355,72,5,11,2,3,266.89,800.67,2024-06-19,0,8,,0,2024-07-09
2356,72,10,11,2,1,266.89,266.89,2024-06-25,1,6,,0,2024-07-10
2357,72,5,11,2,1,266.89,266.89,2024-06-21,0,7,,0,2024-07-11
2358,72,7,11,2,2,266.89,533.78,2024-06-21,0,8,2024-07-04,0,2024-07-15
2359,72,8,11,2,3,266.89,800.67,2024-06-23,0,8,2024-06-28,0,2024-07-12
2360,72,7,11,2,1,266.89,266.89,2024-07-03,0,8,,0,2024-07-27
2361,72,7,11,2,2,266.89,533.78,2024-06-22,1,8,,0,2024-07-16
2362,72,10,11,2,2,266.89,533.78,2024-06-07,1,7,2024-06-18,0,2024-06-22
2363,72,10,11,2,1,266.89,266.89,2024-07-02,1,8,,0,2024-07-17
2364,73,10,11,3,2,266.89,533.78,2024-07-02,0,3,,0,2024-07-16
2365,73,10,11,3,1,266.89,266.89,2024-06-29,0,3,,0,2024-07-13
2366,73,7,11,3,1,266.89,266.89,2024-06-24,0,2,,0,2024-07-18
2367,73,7,11,3,1,266.89,266.89,2024-06-18,0,6,2024-06-28,0,2024-07-12
2368,73,10,11,3,1,266.89,266.89,2024-06-15,0,8,2024-06-27,0,2024-06-29
2369,73,7,11,3,2,266.89,533.78,2024-06-30,0,5,,0,2024-07-24
2370,73,5,11,3,1,266.89,266.89,2024-06-10,0,3,2024-06-18,0,2024-06-26
2371,73,10,11,3,2,266.89,533.78,2024-06-08,1,2,,1,2024-06-22
2372,73,10,11,3,1,266.89,266.89,2024-07-04,0,2,,0,2024-07-18
2373,73,10,11,3,1,266.89,266.89,2024-06-18,1,7,,1,2024-07-02
2374,73,10,11,3,1,266.89,266.89,2024-07-02,0,8,,0,2024-07-16
2375,73,5,11,3,1,266.89,266.89,2024-06-20,0,3,,0,2024-07-06
2376,73,10,11,3,1,266.89,266.89,2024-07-01,0,1,,0,2024-07-15
2377,73,10,11,3,2,266.89,533.78,2024-07-01,1,7,,0,2024-07-15
2378,73,8,11,3,2,266.89,533.78,2024-06-29,1,2,,0,2024-07-11
2379,73,7,11,3,1,266.89,266.89,2024-06-10,0,3,2024-06-14,0,2024-07-04
2380,73,5,11,3,3,266.89,800.67,2024-06-11,1,2,,1,2024-06-27
2381,73,10,11,3,1,266.89,266.89,2024-06-28,0,2,,0,2024-07-12
2382,73,5,11,3,1,266.89,266.89,2024-06-13,0,6,2024-06-19,0,2024-06-29
2383,73,5,11,3,3,266.89,800.67,2024-07-04,1,5,,0,2024-07-20
2384,73,8,11,3,2,266.89,533.78,2024-06-12,0,1,2024-06-24,0,2024-06-24
2385,73,10,11,3,1,266.89,266.89,2024-06-19,0,1,,1,2024-07-03
2386,73,10,11,3,1,266.89,266.89,2024-06-10,0,2,2024-06-24,0,2024-06-24
2387,73,5,11,3,1,266.89,266.89,2024-06-08,0,8,2024-06-26,1,2024-06-24
2388,73,10,11,3,1,266.89,266.89,2024-06-06,0,2,2024-06-19,0,2024-06-20
2389,73,8,11,3,1,266.89,266.89,2024-06-24,0,2,,0,2024-07-06
2390,73,7,11,3,1,266.89,266.89,2024-06-26,0,1,2024-07-01,0,2024-07-20
2391,73,10,11,3,1,266.89,266.89,2024-06-29,0,8,,0,2024-07-13
2392,73,8,11,3,1,266.89,266.89,2024-07-02,0,7,,0,2024-07-14
2393,73,10,11,3,1,266.89,266.89,2024-06-09,1,7,2024-06-19,0,2024-06-23
2394,73,5,11,3,2,266.89,533.78,2024-06-23,0,4,2024-07-03,0,2024-07-09
2395,73,5,11,3,1,266.89,266.89,2024-06-11,0,2,2024-06-24,0,2024-06-27
2396,73,7,11,3,1,266.89,266.89,2024-06-05,0,1,2024-07-04,1,2024-06-29
2397,73,7,11,3,1,266.89,266.89,2024-06-21,1,2,,0,2024-07-15
2398,73,5,11,3,1,266.89,266.89,2024-06-23,0,8,2024-07-02,0,2024-07-09
2399,74,8,11,4,1,266.89,266.89,2024-06-08,0,7,2024-06-23,0,2024-06-24
2400,74,10,11,4,2,266.89,533.78,2024-06-23,1,3,,0,2024-07-16
2401,74,7,11,4,1,266.89,266.89,2024-06-20,0,1,,0,2024-09-28
2402,74,10,11,4,7,266.89,1868.23,2024-06-20,1,1,,0,2024-07-13
2403,74,10,11,4,1,266.89,266.89,2024-06-07,0,4,2024-07-01,1,2024-06-30
2404,74,8,11,4,1,266.89,266.89,2024-06-18,0,2,2024-07-04,0,2024-07-04
2405,74,8,11,4,2,266.89,533.78,2024-06-16,0,3,2024-06-30,0,2024-07-02
2406,74,5,11,4,1,266.89,266.89,2024-06-09,0,4,2024-06-27,0,2024-06-27
2407,74,7,11,4,2,266.89,533.78,2024-06-19,0,6,,0,2024-09-27
2408,74,7,11,4,4,266.89,1067.56,2024-07-02,0,7,,0,2024-10-10
2409,74,10,11,4,1,266.89,266.89,2024-06-11,1,3,2024-06-29,0,2024-07-04
2410,74,8,11,4,1,266.89,266.89,2024-06-18,0,2,2024-06-28,0,2024-07-04
2411,74,7,11,4,3,266.89,800.67,2024-06-29,0,1,,0,2024-10-07
2412,74,7,11,4,1,266.89,266.89,2024-06-27,0,1,,0,2024-10-05
2413,74,10,11,4,1,266.89,266.89,2024-06-06,0,5,2024-06-21,0,2024-06-29
2414,75,8,11,5,1,266.89,266.89,2024-06-17,0,2,2024-07-04,1,2024-07-02
2415,75,10,11,5,4,266.89,1067.56,2024-06-13,0,2,2024-06-20,0,2024-06-23
2416,75,8,11,5,1,266.89,266.89,2024-06-19,0,7,2024-06-28,0,2024-07-04
2417,75,5,11,5,1,266.89,266.89,2024-07-03,0,2,,0,2024-07-16
2418,75,8,11,5,2,266.89,533.78,2024-06-27,1,5,2024-07-05,0,2024-07-12
2419,75,5,11,5,1,266.89,266.89,2024-06-22,0,2,2024-06-30,0,2024-07-05
2420,75,5,11,5,1,266.89,266.89,2024-06-05,0,1,2024-06-12,0,2024-06-18
2421,75,8,11,5,1,266.89,266.89,2024-06-29,0,6,,0,2024-07-14
2422,75,5,11,5,1,266.89,266.89,2024-07-01,0,8,,0,2024-07-14
2423,75,5,11,5,1,266.89,266.89,2024-06-28,0,3,,0,2024-07-11
2424,75,5,11,5,2,266.89,533.78,2024-06-25,0,2,,0,2024-07-08
2425,75,5,11,5,4,266.89,1067.56,2024-06-15,0,2,2024-06-23,0,2024-06-28
2426,75,5,11,5,1,266.89,266.89,2024-06-23,0,3,2024-06-30,0,2024-07-06
2427,75,7,11,5,1,266.89,266.89,2024-06-26,0,7,,0,2024-07-16
2428,75,10,11,5,1,266.89,266.89,2024-06-16,0,1,2024-06-23,0,2024-06-26
2429,75,8,11,5,2,266.89,533.78,2024-06-13,0,7,2024-06-18,0,2024-06-28
2430,75,7,11,5,2,266.89,533.78,2024-06-14,0,2,2024-07-04,0,2024-07-04
2431,75,5,11,5,1,266.89,266.89,2024-06-07,0,2,2024-06-17,0,2024-06-20
2432,75,10,11,5,2,266.89,533.78,2024-06-13,0,2,2024-06-23,0,2024-06-23
2433,75,7,11,5,1,266.89,266.89,2024-06-28,1,2,,0,2024-07-18
2434,75,10,11,5,1,266.89,266.89,2024-06-12,0,2,2024-06-17,0,2024-06-22
2435,75,10,11,5,1,266.89,266.89,2024-06-18,0,1,,1,2024-06-28
2436,75,7,11,5,6,266.89,1601.34,2024-06-08,0,6,,1,2024-06-28
2437,75,5,11,5,3,266.89,800.67,2024-06-11,0,2,2024-06-25,1,2024-06-24
2438,75,7,11,5,1,266.89,266.89,2024-06-13,0,2,2024-07-03,0,2024-07-03
2439,75,5,11,5,1,266.89,266.89,2024-06-10,0,2,2024-06-20,0,2024-06-23
2440,75,5,11,5,3,266.89,800.67,2024-06-15,0,1,,1,2024-06-28
2441,75,10,11,5,3,266.89,800.67,2024-06-06,0,7,,1,2024-06-16
2442,75,5,11,5,1,266.89,266.89,2024-06-23,0,3,2024-07-05,0,2024-07-06
2443,75,7,11,5,1,266.89,266.89,2024-06-17,1,4,2024-06-23,0,2024-07-07
2444,75,5,11,5,1,266.89,266.89,2024-06-19,0,2,,1,2024-07-02
2445,75,7,11,5,2,266.89,533.78,2024-06-07,0,2,2024-06-14,0,2024-06-27
2446,75,8,11,5,3,266.89,800.67,2024-06-26,0,3,,0,2024-07-11
2447,75,5,11,5,1,266.89,266.89,2024-06-23,0,7,2024-07-04,0,2024-07-06
2448,75,10,11,5,1,266.89,266.89,2024-06-13,1,2,,1,2024-06-23
2449,75,10,11,5,3,266.89,800.67,2024-06-28,0,3,,0,2024-07-08
2450,75,5,11,5,1,266.89,266.89,2024-06-16,0,2,,1,2024-06-29
2451,75,7,11,5,1,266.89,266.89,2024-06-09,0,8,2024-06-21,0,2024-06-29
2452,75,5,11,5,1,266.89,266.89,2024-06-10,0,3,2024-06-17,0,2024-06-23
2453,75,5,11,5,1,266.89,266.89,2024-06-23,1,1,,0,2024-07-06
2454,76,10,11,6,2,266.89,533.78,2024-07-02,0,2,,0,2024-10-10
2455,76,7,11,6,4,266.89,1067.56,2024-06-25,0,2,,0,2024-07-08
2456,76,5,11,6,11,266.89,2935.79,2024-06-22,1,1,,0,2024-09-30
2457,76,7,11,6,1,266.89,266.89,2024-06-07,0,2,2024-06-20,0,2024-06-20
2458,77,8,11,7,1,266.89,266.89,2024-06-10,1,2,2024-06-25,0,2024-06-25
2459,77,10,11,7,5,266.89,1334.45,2024-06-26,0,4,,1,2024-06-30
2460,77,7,11,7,1,266.89,266.89,2024-06-24,0,7,,0,2024-07-08
2461,77,10,11,7,2,266.89,533.78,2024-06-23,0,2,,1,2024-06-27
2462,77,5,11,7,2,266.89,533.78,2024-06-28,1,8,,0,2024-07-11
2463,77,7,11,7,2,266.89,533.78,2024-06-08,0,7,2024-06-22,0,2024-06-22
2464,77,7,11,7,6,266.89,1601.34,2024-06-30,0,2,,0,2024-07-14
2465,77,7,11,7,1,266.89,266.89,2024-06-28,0,3,,0,2024-07-12
2466,77,8,11,7,1,266.89,266.89,2024-07-01,1,5,,0,2024-07-16
2467,77,10,11,7,2,266.89,533.78,2024-06-06,0,1,2024-06-10,0,2024-06-10
2468,77,8,11,7,1,266.89,266.89,2024-06-23,0,4,,0,2024-07-08
2469,77,8,11,7,2,266.89,533.78,2024-06-19,0,3,,1,2024-07-04
2470,77,5,11,7,4,266.89,1067.56,2024-07-03,0,2,,0,2024-07-16
2471,77,8,11,7,2,266.89,533.78,2024-06-15,0,6,,1,2024-06-30
2472,77,7,11,7,1,266.89,266.89,2024-06-10,1,2,,1,2024-06-24
2473,77,10,11,7,1,266.89,266.89,2024-06-06,0,1,,1,2024-06-10
2474,77,5,11,7,1,266.89,266.89,2024-06-21,0,6,2024-07-04,0,2024-07-04
2475,77,8,11,7,3,266.89,800.67,2024-06-21,0,2,,0,2024-07-06
2476,77,5,11,7,2,266.89,533.78,2024-06-17,0,4,,1,2024-06-30
2477,78,10,12,1,13,612.21,7958.73,2024-06-27,0,2,,0,2024-07-13
2478,78,10,12,1,1,612.21,612.21,2024-06-09,0,2,,1,2024-06-25
2479,78,10,12,1,9,612.21,5509.89,2024-06-16,1,2,,1,2024-07-02
2480,78,10,12,1,1,612.21,612.21,2024-06-20,0,2,2024-07-05,0,2024-07-06
2481,78,10,12,1,6,612.21,3673.26,2024-06-07,0,8,2024-06-23,0,2024-06-23
2482,78,10,12,1,22,612.21,13468.62,2024-06-10,1,3,2024-06-17,0,2024-06-26
2483,78,10,12,1,6,612.21,3673.26,2024-06-13,0,2,2024-06-18,0,2024-06-29
2484,78,10,12,1,6,612.21,3673.26,2024-06-18,0,8,2024-06-25,0,2024-07-04
2485,78,10,12,1,10,612.21,6122.1,2024-06-26,1,2,,0,2024-07-12
2486,78,10,12,1,5,612.21,3061.05,2024-07-01,1,1,,0,2024-07-17
2487,78,10,12,1,21,612.21,12856.41,2024-06-18,0,2,2024-06-26,0,2024-07-04
2488,79,10,12,2,1,612.21,612.21,2024-07-03,0,3,,0,2024-07-22
2489,79,10,12,2,1,612.21,612.21,2024-07-03,0,3,,0,2024-07-22
2490,79,10,12,2,1,612.21,612.21,2024-07-03,0,8,,0,2024-07-22
2491,79,10,12,2,1,612.21,612.21,2024-06-13,0,1,2024-06-18,0,2024-07-02
2492,79,10,12,2,1,612.21,612.21,2024-06-25,1,7,,0,2024-07-14
2493,79,10,12,2,1,612.21,612.21,2024-06-10,0,8,,1,2024-06-29
2494,79,10,12,2,1,612.21,612.21,2024-06-21,1,7,,0,2024-07-10
2495,79,10,12,2,1,612.21,612.21,2024-07-03,1,8,,0,2024-07-22
2496,79,10,12,2,1,612.21,612.21,2024-07-01,0,2,,0,2024-07-20
